SupplierName,SupplierSku,CatalogSku,Manufacturer,ProductClassification,ProductName,ProductStatus,PackageId,BatchId,InStockQuantity,Cost,Unit,ReceivedDate,CountQuantity,LocationName,RoomName,LocationId,RoomId,ProductCatalogId,ExpiryDate,PackagedDate
OCS,330188_1x20g___,73QYFQAQ,,Bakery,Slowride Bakery - Spicy Ginger Cookie - 1 x 10:1,Active,SRSG003,,3,0,Single Unit,28-12-2021 12:06:44,,495 Welland Ave,Front Room,228806,3972,a220b1e8-9b9a-4b9e-82f4-36a15dec0ed6,,
Humble + Fume,SMOKING CLASSIC FILTERS,M56AQ1Q3,,Papers,Smoking	- Slim Cotton	Tips	- 120,Active,,,12,0,Single Unit,01-02-2021 14:14:20,,495 Welland Ave,Front Room,228806,3972,f9e00ad9-0245-49f4-8a8f-349e1c329809,,
OCS,100059_3x0.33g___,PPNAP6FN,,Pre-Roll CBD/1:1,Solei - Balance Pre-Rolls - 3x0.33g,Active,3101723915,,40,0,Single Unit,09-06-2022 22:29:17,,495 Welland Ave,Front Room,228806,3972,f80b5835-a136-460a-ab8a-faf97d3a07f4,,
OCS,300462_0.5g___,8Z0E6HLB,,510 Carts,Solei - CBN Renew Moonlight 510 Cartridge - 0.5g,Active,3101723486,,8,0,Single Unit,26-01-2022 15:35:57,,495 Welland Ave,Front Room,228806,3972,a7d8ad40-c02f-4612-a7ef-fa82c1fe9e18,,
OCS,340022_75g___,Q65481GL,,Topicals,Solei - Free Cucumber & Mint Lotion - 75g x 75:500,Active,3101724177,,5,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,380c3bd1-6498-4651-930e-e656bd5c71a2,,
OCS,100998_3.5g___,C7BJN0PJ,,Flower CBD/1:1,Spinach - Dancehall - 3.5g,Active,004350,,16,0,Single Unit,21-07-2021 17:28:31,,495 Welland Ave,Front Room,228806,3972,96196100-895a-46b1-9b42-a55b2c3cdad3,,
OCS,102128_1x1g___,NB3MZDHX,,Pre-Roll Indica,Spinach - GMO Cookies Pre-Roll - 1x1g,Active,006418,,8,0,Single Unit,16-06-2022 18:31:10,,495 Welland Ave,Front Room,228806,3972,fece4f69-c088-4f52-973f-a049c7c33115,,
OCS,330162_5x5g___,30N2LW72,,Candy,Spinach - Sourz Blue Raspberry Watermelon Soft Chews - 5 x 2:0,Active,006786,,21,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,b06f1bf9-b94f-4252-adb2-552e118916f9,,
OCS,330161_5x5g___,NWENKDYD,,Candy,Spinach - Sourz Peach Orange 1:1 Soft Chews - 5 x 2:2,Active,006787,,16,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,1d607f2c-6e82-4b06-a82f-d8276c430e27,,
OCS,330166_5x5g___,MD6K6JHE,,Candy,Spinach - Sourz Strawberry Mango Soft Chews - 5 x 2:0,Active,006760,,12,0,Single Unit,23-06-2022 18:28:27,,495 Welland Ave,Front Room,228806,3972,8f2a7f5c-e765-4987-ad30-557c0077dc5a,,
OCS,102127_3x0.5g___,701TTAQ0,,Pre-Roll Hybrid,Spinach - Wedding Cake Pre-Rolls - 3x0.5g,Active,006133,,15,0,Single Unit,16-03-2022 14:15:29,,495 Welland Ave,Front Room,228806,3972,79c2902a-bbf0-441f-a776-ac7061d0e284,,
OCS,101620_1x0.5g___,2XZDC6AJ,,Pre-Roll Sativa,Station House - Blue Dream Pre-Roll - 1x0.5g,Active,BDR2122,,4,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,0899ded4-9475-4ea1-bfdb-ec51f48d5902,,
OCS,101619_6x0.5g___,A470QQ1G,,Pre-Roll Indica,Station House - OG Kush Pre-Rolls - 6x0.5g,Active,OGK1021,,8,0,Single Unit,02-06-2022 17:05:40,,495 Welland Ave,Front Room,228806,3972,1f059ae5-01c9-4689-9570-e32b58b6d55a,,
OCS,102807_1x0.5g___,QUG84BUN,,Pre-Roll Indica,Station House - Pink Kush Pre-Roll - 1x0.5g,Active,PIK0122,,7,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,8f7d0165-3f15-42ad-88b5-707ecafd813f,,
OCS,300588_1g___,5BG7UFD3,,510 Carts,Sticky Greens - Lychee Ice 510 Cartridge - 1g,Active,VSTGLY22002,,9,0,Single Unit,20-04-2022 15:55:09,,495 Welland Ave,Front Room,228806,3972,96bba6fc-5ee6-47fb-ab91-d2969188adc0,,
OCS,300503_1g___,LHTEBQAJ,,510 Carts,Sticky Greens - Rooty B 510 Cartridge - 1g,Active,VSTGRB21005,,2,0,Single Unit,02-03-2022 11:24:46,,495 Welland Ave,Front Room,228806,3972,3ca7eae3-30d7-4072-a5f9-49d62592ece3,,
OCS,102619_10x0.35g___,A6TFC4Y2,,Pre-Roll Hybrid,Sugarbud - Bahama Blizzard #11 Pre-Rolls - 10x0.35g,Active,22BB110201P,,3,0,Single Unit,09-06-2022 22:29:17,,495 Welland Ave,Front Room,228806,3972,2a5d0242-14ac-4eb3-9483-9e32b8913487,,
OCS,102281_3x0.5g___,PXZGPN3E,,Pre-Roll Hybrid,Sugarbud - Mule Fuel Pre-Rolls - 3x0.5g,Active,20MF0101PR,,18,0,Single Unit,26-01-2022 15:35:57,,495 Welland Ave,Front Room,228806,3972,7318d968-4068-44d9-af46-afff30142b69,,
OCS,330129_5x4.6g___,XMV22BDG,,Candy,Sunshower - Watermelon Lemonade Soft Chews - 5 x 2:0,Active,222030302,,2,0,Single Unit,09-06-2022 22:29:17,,495 Welland Ave,Front Room,228806,3972,6cd61f5e-b5b3-4d89-9aaf-1cf55a521e45,,
OCS,330129_5x4.6g___,XMV22BDG,,Candy,Sunshower - Watermelon Lemonade Soft Chews - 5 x 2:0,Active,222033002,,12,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,6cd61f5e-b5b3-4d89-9aaf-1cf55a521e45,,
OCS,320129_1x355ml___,FUY2FCGF,,Beverages,Sweet Justice - OG Cola - 355ml x 3.5:1,Active,PPS00001828,,10,0,Single Unit,09-06-2022 22:29:17,,495 Welland Ave,Front Room,228806,3972,0ed8adf0-fb0b-458e-8087-8ab5eba00292,,
OCS,300245_0.5g___,WD61TWG3,,510 Carts,Table Top - Stirred 510 Cartridge - 0.5g,Active,21130A100014AA,,4,0,Single Unit,03-11-2021 16:26:43,,495 Welland Ave,Front Room,228806,3972,e395f5fc-de17-436a-9c0d-37f7b57e120e,,
OCS,102797_3.5g___,PR6YRPKJ,,Flower Hybrid,Tam Tams - Godfather Kush - 3.5g,Active,202203-0848,,1,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,3ff662eb-3bf2-4cf3-98f7-bb7eef71943b,,
OCS,101352_3x0.5g___,LHV021Z4,,Pre-Roll Hybrid,Tantalus Labs - Pacific OG Pre-Rolls - 3x0.5g,Active,443,,8,0,Single Unit,16-06-2022 18:31:10,,495 Welland Ave,Front Room,228806,3972,e1b69b54-2200-4148-a623-a29ec3131127,,
OCS,102821_3.5g___,2TNNLU1C,,Flower Indica,Tantalus Labs - Sunset Sherbet - 3.5g,Active,438,,10,0,Single Unit,09-06-2022 22:29:17,,495 Welland Ave,Front Room,228806,3972,925b527f-33fc-4c1a-bf66-8ca97d8cc5c1,,
OCS,300593_1g___,Y0PYZYZ4,,510 Carts,Tenzo - Orange Daydream CBD 510 Cartridge - 1g,Active,V10TNZOD22004,,2,0,Single Unit,16-06-2022 18:31:10,,495 Welland Ave,Front Room,228806,3972,dfb2025c-53ca-46a1-a80b-84c5a666753b,,
OCS,300435_1g___,17EH1L6C,,510 Carts,Tenzo - Watermelon Z 510 Cartridge - 1g,Active,V10TNZWZ22003,,6,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,0efbc1c9-e8f5-4d63-b653-adcde915bc2b,,
OCS,320016_4x0.45g___,MB8CF0EX,,Beverages,TGOD - CBD Ripple Powder - 4x0.45g x 1:10,Active,007942,,16,0,Single Unit,28-07-2021 09:14:45,,495 Welland Ave,Front Room,228806,3972,953058a4-b3a5-4147-b28e-efeea0e3c101,,
OCS,102514_3.5g___,FD7ZE5PY,,Flower Sativa,TGOD - Organic Cherry Mints - 3.5g,Active,016933,,2,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,cfe53702-5b18-4766-a433-19dc3537f33a,,
OCS,101802_3.5g___,B2X11G8B,,Flower Indica,TGOD - Organic Fire - 3.5g,Active,162913,,1,0,Single Unit,02-03-2022 11:24:46,,495 Welland Ave,Front Room,228806,3972,87ee5829-688a-4215-851a-38fba9231f1f,,
OCS,101801_3.5g___,K48E1GH8,,Flower Indica,TGOD - Organic LA Confidential - 3.5g,Active,016483,,3,0,Single Unit,06-04-2022 17:54:10,,495 Welland Ave,Front Room,228806,3972,f90ca32b-9bc4-4580-9fcb-b61736f9e84a,,
OCS,300441_0.5g___,Q88KTV7B,,510 Carts,TGOD - Organic LA Confidential 510 Cartridge - 0.5g,Active,003103,,9,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,988fc118-40bf-4e2c-8acf-1ea33667e835,,
OCS,102516_3.5g___,U88JEZAL,,Flower Indica,TGOD - Organic Maple Kush - 3.5g,Active,017332,,8,0,Single Unit,30-06-2022 20:15:50,,495 Welland Ave,Front Room,228806,3972,a42426b7-b04f-4326-927a-a5ff030055f8,,
OCS,101709_3.5g___,HPP55YE1,,Flower Indica,TGOD - Organic Rockstar Tuna - 3.5g,Active,163616,,16,0,Single Unit,23-06-2022 18:28:27,,495 Welland Ave,Front Room,228806,3972,8d62e7f3-34dd-4fff-a936-645f94454b2e,,
OCS,102373_3x0.5g___,MK465X5V,,Pre-Roll Indica,TGOD - Organic Rockstar Tuna Pre-Rolls - 3x0.5g,Active,029482,,2,0,Single Unit,09-02-2022 15:55:35,,495 Welland Ave,Front Room,228806,3972,5ad3d869-acb8-4853-aff1-875980e6ca4c,,
OCS,102130_3.5g___,04HH63EJ,,Flower Sativa,TGOD - Organic Sugar Bush - 3.5g,Active,017191,,8,0,Single Unit,23-06-2022 18:28:27,,495 Welland Ave,Front Room,228806,3972,3da1d897-4d19-48f7-8afa-c85e2b061424,,
OCS,102374_3x0.5g___,UK0WCXZM,,Pre-Roll Sativa,TGOD - Organic Sugar Bush Pre-Rolls - 3x0.5g,Active,003195,,12,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,32ae8454-a370-4581-a427-04fa069839f3,,
OCS,330196_1x1.3g___,KFDCDQZF,,Beverages,TGOD - Ripple QuickSticks Classic Lemonade Powder - 1 x 10:1,Active,002641,,9,0,Single Unit,03-11-2021 16:26:43,,495 Welland Ave,Front Room,228806,3972,f0578ac6-a13b-412d-855c-fc591e7ae509,,
"OCS,","320046_1x0.45g___,320015_1x0.45g___",ZJ3KDMFA,,Beverages,TGOD - THC Ripple Dissolvable Powder - 0.45g x 10:1,Active,002892,,8,0,Single Unit,16-02-2022 11:48:22,,495 Welland Ave,Front Room,228806,3972,faa6fe9f-cc42-48fd-8e5c-37a5cb7e7094,,
OCS,102309_1x1g___,GNTYEPNR,,Pre-Roll Indica,The Loud Plug - Benny Blunto Blunt - 1x1g,Active,22053BB01,,11,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,847404ae-47c8-44a8-956a-fefbfea701f5,,
OCS,310269_1g___,5HUA8FNE,,Pre-Roll Infused,The Loud Plug - Benny Blunto Bubble Hash Infused Pre-Roll - 1x1g,Active,22148IB01,,10,0,Single Unit,30-06-2022 20:15:50,,495 Welland Ave,Front Room,228806,3972,a1bc53f0-e067-4079-9402-c2d8fe4b57c7,,
OCS,102310_3x0.5g___,UAEQKAJM,,Pre-Roll Hybrid,The Loud Plug - Guava Biscotti Blunts - 3x0.5g,Active,22131GB01,,10,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,5394c420-53d7-4a4e-b81c-deb73c202e86,,
OCS,102701_3.5g___,B6TLTJ4N,,Flower Indica,The Loud Plug - Venom OG - 3.5g,Active,22059VN01,,7,0,Single Unit,13-04-2022 17:49:10,,495 Welland Ave,Front Room,228806,3972,96a93329-9a76-44bd-ba01-96e3a4848937,,
OCS,101817_3.5g___,XM3435UF,,Flower Sativa,Thumbs Up - Amnesia x Super Haze - 3.5g,Active,WF101284,,2,0,Single Unit,20-04-2022 15:55:09,,495 Welland Ave,Front Room,228806,3972,254c8d8a-a763-4735-a68c-3612c0554442,,
OCS,101729_3.5g___,1JQ2DLRE,,Flower Indica,Thumbs Up - Garlic Z - 3.5g,Active,1B0721GZ,,9,0,Single Unit,28-07-2021 09:14:45,,495 Welland Ave,Front Room,228806,3972,79da3e1f-8315-493f-9aa7-8488cc9f46ba,,
OCS,102021_14g___,P2X353RB,,Flower Hybrid,Thumbs Up - Pink Cookies x Kush Mints - 14g,Active,54P004558,,3,0,Single Unit,09-06-2022 22:29:17,,495 Welland Ave,Front Room,228806,3972,dfdd9d6b-ba6a-4cd3-aee4-2ff59405ea53,,
OCS,102021_3.5g___,3M1QGJ28,,Flower Hybrid,Thumbs Up - Pink Cookies x Kush Mints - 3.5g,Active,54P003523,,12,0,Single Unit,20-04-2022 15:55:09,,495 Welland Ave,Front Room,228806,3972,bf3d2fbb-aa2e-43f1-8ccb-5cef53b1c54c,,
OCS,330127_1x3.2g___,5QA5FDF4,,Candy,Thumbs Up - THC Pineapple Coconut Soft Chew - 1 x 10:1,Active,20220301A,,14,0,Single Unit,23-06-2022 18:28:27,,495 Welland Ave,Front Room,228806,3972,07153824-d578-4a54-afa6-889f8780c2e6,,
OCS,102704_3x0.5g___,TQDFP0GK,,Pre-Roll Indica,Tommy's Craft - Grape Galena Pre-Rolls - 3x0.5g,Active,159004RO,,11,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,0df6151c-998e-4b6e-ba7d-ab2605cb5651,,
OCS,102248_3.5g___,M6YURYTV,,Flower Indica,Tribal - Gelato Mint - 3.5g,Active,01979027,,23,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,9ff1b773-b4b0-43ff-bea3-829f776c16e5,,
OCS,102835_3.5g___,710ATG70,,Flower Indica,Truro - Hidden Pastry - 3.5g,Active,HP21B12,,11,0,Single Unit,12-05-2022 21:24:25,,495 Welland Ave,Front Room,228806,3972,a5b5e90b-50c3-4961-a2c0-3ff1a5aa398d,,
OCS,101602_3.5g___,G45E4WQC,,Flower Indica,Truro - Wedding Mint - 3.5g,Active,WM21B11,,6,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,1f76bc34-ec20-4932-b114-cecdb146c55b,,
OCS,320001_1x355ml___,D6BVULLE,,Beverages,Tweed - Houndstooth & Soda - 355ml x 2:1,Active,2200000022,,8,0,Single Unit,04-05-2022 20:45:36,,495 Welland Ave,Front Room,228806,3972,dec33a2e-7de6-4ca2-a7d4-fbadeda9680a,,
OCS,320121_1x355ml___,N1CALFHE,,Beverages,Tweed - Mango Fizz Sparkling Water - 355ml x 5:1,Active,2200000132,,1,0,Single Unit,28-05-2022 17:51:17,,495 Welland Ave,Front Room,228806,3972,d81fea15-0e4f-42c8-bbe8-3a9b9cf0de2f,,
OCS,101749_3.5g___,F5XTAPB6,,Flower Indica,Up - Cold Creek Kush - 3.5g,Active,AAA-113369-A,,11,0,Single Unit,09-02-2022 15:55:35,,495 Welland Ave,Front Room,228806,3972,f883e01a-d814-4e42-be95-464e77d01e8b,,
TVAPE,715,L577EFP3,,Dabs,Utillian - 5 Bubbler - Glass,Active,,,2,0,Single Unit,24-11-2021 15:49:47,,495 Welland Ave,Front Room,228806,3972,4e14e675-cb82-4e09-8bf8-ff7c819870b7,,
"TVAPE,OCS","682B,200667__Black__",JBMRA2TF,,Dabs,Utillian - 5 Dab Pen Kit - Black,Active,,,3,0,Single Unit,04-08-2021 12:09:32,,495 Welland Ave,Front Room,228806,3972,9ebfee02-f23c-44b6-b0ac-8d5868219dbc,,
TVAPE,767bl,BL03GN7D,,Flower Vapes,Utillian - 722 Flower Vape - Black,Active,,,1,0,Single Unit,24-11-2021 15:49:47,,495 Welland Ave,Front Room,228806,3972,e61166eb-4a52-4992-8e59-6047ce4dda67,,
OCS,330349_5x3.2g___,6AEFAPUX,,Candy,Vacay - Baked Apple Soft Chews - 5 x 2:0,Active,20220404A,,12,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,2a6e55c5-534c-4167-b8a8-d6d7019a4b61,,
OCS,330243_2 Pack___,561J6HBH,,Candy,Vacay - Ruby Grapefruit Fruit Soft Chews - 2 x 5:1,Active,20211129A,,9,0,Single Unit,26-01-2022 15:35:57,,495 Welland Ave,Front Room,228806,3972,40699e2e-4cff-4fe2-98f2-189d37c51eba,,
OCS,330348_5x3.2g___,GA8BZQUT,,Candy,Vacay - Sour Medley Soft Chews - 5 x 2:0,Active,20220201C,,11,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,35a7aea7-cae6-48cf-8355-bc396b471afc,,
OCS,330135_5x3.2g___,RW51KLG3,,Candy,Verse - Baked Apple Soft Chews - 5 x 2:0,Active,VA012356.01,,9,0,Single Unit,20-04-2022 15:55:09,,495 Welland Ave,Front Room,228806,3972,bc5c2049-9bdd-4e74-8064-f1f1a6aeb538,,
OCS,101895_20ml___,0K4CBQMK,,Oils,Verse - CBD Drops - 20ml x 1:10,Active,VA082175.01,,11,0,Single Unit,16-02-2022 11:48:22,,495 Welland Ave,Front Room,228806,3972,fdf395fe-c7e5-49c9-8f24-d20db819ad8a,,
OCS,300440_1g___,BZKAF6FQ,,510 Carts,Verse - Live Terp Guava x Blueberry 510 Cartridge - 1g,Active,VA102216.01,,1,0,Single Unit,16-03-2022 14:15:29,,495 Welland Ave,Front Room,228806,3972,6631ac1c-adf0-45b0-908a-615996a55434,,
OCS,300439_1g___,F71YRXCC,,510 Carts,Verse - Mango Nectar 510 Cartridge - 1g,Active,VA102198.01,,1,0,Single Unit,12-01-2022 15:22:40,,495 Welland Ave,Front Room,228806,3972,deda56a8-3a58-4749-bf2d-e7ce92324287,,
OCS,300526_1g___,JAW6XMRQ,,510 Carts,Verse - Okanagan Sugar Live Terp 510 Cartridge - 1g,Active,VA022260.01,,27,0,Single Unit,04-05-2022 20:45:36,,495 Welland Ave,Front Room,228806,3972,3b72ed91-7c49-465d-956e-0cc58df6f7df,,
OCS,330198_5x3.2g___,EANL7L8H,,Candy,Verse - Sour Medley Soft Chews - 5 x 2:0,Active,20210412A,,2,0,Single Unit,06-04-2022 17:54:10,,495 Welland Ave,Front Room,228806,3972,0828fc40-a2bd-4734-ae40-607e4e782c13,,
OCS,300438_1g___,FAH5043Y,,510 Carts,Verse - Summer Berry 510 Cartridge - 1g,Active,VA082273.01,,18,0,Single Unit,04-05-2022 20:45:36,,495 Welland Ave,Front Room,228806,3972,50bbad02-b795-4216-942e-22ba965b2d3f,,
OCS,101896_20ml___,3JU2JPC6,,Oils,Verse - THC Drops - 20ml x 10:1,Active,VA092023,,5,0,Single Unit,12-05-2021 09:24:05,,495 Welland Ave,Front Room,228806,3972,0d03fa12-9c95-4f36-bb29-dc0eea15ce2f,,
OCS,300206_1g___,VMT6JHQ3,,510 Carts,Verse - Tropic Lemon 510 Cartridge - 1g,Active,VA082237.01,,1,0,Single Unit,28-12-2021 12:06:44,,495 Welland Ave,Front Room,228806,3972,d79ece38-5850-4a28-ac2a-93a5d219f3aa,,
OCS,103005_10x0.35g___,WDT1P7DW,,Pre-Roll Indica,Versus - BC Dreamweaver Pre-Rolls - 10x0.35g,Active,VA042268.01,,9,0,Single Unit,23-06-2022 18:28:27,,495 Welland Ave,Front Room,228806,3972,9a01ede1-49ca-489d-851f-d5b566891a55,,
OCS,103034_28g___,Z6BPYDD5,,Flower Indica,Versus - BC God Bud - 28g,Active,VA042254.01,,7,0,Single Unit,30-06-2022 20:15:50,,495 Welland Ave,Front Room,228806,3972,93f4569f-f683-4e8d-b18c-8454d32a84b8,,
OCS,320154_355ml___,GXHDUF1U,,Beverages,Versus - Black Cherry Rapid Seltzer - 355ml x 10:1,Active,VAL220407,,1,0,Single Unit,09-06-2022 22:29:17,,495 Welland Ave,Front Room,228806,3972,9193815b-2391-4163-a080-7a52e12dbeaf,,
OCS,102570_28g___,LM4RR1PE,,Flower Sativa,Versus - Super Lemon Haze - 28g,Active,VA022249.01,,5,0,Single Unit,30-06-2022 20:15:50,,495 Welland Ave,Front Room,228806,3972,43b423de-eb4c-42db-81d4-6b9bfe2498ce,,
OCS,102836_20x0.35g___,CJW7GEN5,,Pre-Roll Sativa,Versus - Super Lemon Haze Pre-Rolls - 20x0.35g,Active,VA052206.01,,1,0,Single Unit,09-06-2022 22:29:17,,495 Welland Ave,Front Room,228806,3972,7868c151-774d-4203-ac3b-527921cf9f21,,
OCS,102836_20x0.35g___,CJW7GEN5,,Pre-Roll Sativa,Versus - Super Lemon Haze Pre-Rolls - 20x0.35g,Active,VA052330.01,,11,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,7868c151-774d-4203-ac3b-527921cf9f21,,
OCS,101188_27ml___,FUYTVQ75,,Oils,Veryvell - Exhale Drops - 27ml x 1:15,Active,61020210123,,12,0,Single Unit,14-07-2021 15:45:54,,495 Welland Ave,Front Room,228806,3972,ea93df50-e93d-4e2e-82a0-cc7a45595c2f,,
OCS,101190_27ml___,4HTRK2CC,,Oils,Veryvell - Tingle Drops - 27ml x 8:8,Active,60112608101,,2,0,Single Unit,12-05-2021 09:24:06,,495 Welland Ave,Front Room,228806,3972,ac9d818e-39e1-4f73-83b0-2789329d5633,,
OCS,101189_27ml___,ZPV2QC2D,,Oils,Veryvell - Yawn Drops - 27ml x 15:1,Active,61011913116,,2,0,Single Unit,12-05-2021 09:24:06,,495 Welland Ave,Front Room,228806,3972,df657263-1629-46cd-8499-53db581e43b9,,
OCS,310102_2g___,YTZBFLZB,,Kief & Hash,Vortex - Afghan Black Hash - 2g,Active,FP-22MA-002,,7,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,57dc8a28-d890-4457-a187-8c98476d014f,,
OCS,330266_2 Pack___,P6ZQ3TNT,,Chocolate,Wabi Sabi - White Chocolate Creamy Caramel - 2 x 5:0,Active,10012022L2,,10,0,Single Unit,13-04-2022 17:49:08,,495 Welland Ave,Front Room,228806,3972,c37ad2fc-7753-432a-9e13-1182b22da237,,
OCS,310107_2g___,XV1EYX0Z,,Kief & Hash,Wagners - Old School Pressed Hash - 2g,Active,OSPH.2131Z.H,,7,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,7696587a-bf04-4cb0-9e00-5ef3aef15b60,,
OCS,102833_3.5g___,K2TT7KAF,,Flower Indica,Wagners - Rainforest Crunch - 3.5g,Active,RC.2205Z.1,,7,0,Single Unit,13-04-2022 17:49:08,,495 Welland Ave,Front Room,228806,3972,e23cf41c-42e0-4679-b696-2025fbb7022d,,
OCS,102080_3.5g___,V3HAFBE8,,Flower Hybrid,Wagners - The Silverback #4 - 3.5g,Active,SB.2143Z.1,,1,0,Single Unit,02-02-2022 11:48:19,,495 Welland Ave,Front Room,228806,3972,0aa06479-34b9-4ef1-8a7e-451e9aab00c4,,
OCS,330075_2x4.5g___,0JU8W3FH,,Candy,Wana - Blueberry Sour Soft Chews - 2 x 5:0,Active,WB030,,17,0,Single Unit,16-06-2022 18:31:10,,495 Welland Ave,Front Room,228806,3972,8c3ec90f-131a-4c32-b1c6-be873bd0eab9,,
OCS,330074_2x4.5g___,A6QNAW4Z,,Candy,Wana - Japanese Citrus Yuzu Sour Soft Chews - 2 x 5:10,Active,WJCY028,,14,0,Single Unit,02-06-2022 17:05:40,,495 Welland Ave,Front Room,228806,3972,18242ffc-43da-4b2a-a59d-e3494eac1f85,,
OCS,330071_2x4.5g___,02Z4BLZ1,,Candy,Wana - Mango Sour Soft Chews - 2 x 5:0,Active,WM022,,14,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,38ddd173-46e6-45e2-8ca2-675e5d917129,,
OCS,330076_2x4.5g___,QXAZLM4E,,Candy,Wana - Pomegranate Blueberry Acai Sour Soft Chews - 2 x 5:25,Active,WPBA049,,1,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,9b912b9e-2d2b-4c33-b015-2fd795ff3346,,
OCS,330146_2x4.5g___,1EB8MYMP,,Candy,Wana - Quick Orchard Peach Soft Chews - 2 x 5:0,Active,WQOP037,,6,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,102f2fc0-29c1-432f-8d3e-12b825672c5c,,
OCS,330147_2x4.5g___,FHWYRPPT,,Candy,Wana - Quick Pineapple Coconut Soft Chews - 2 x 5:0,Active,WQPC026,,7,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,03f9b6b0-3454-44eb-9520-df7d9a1a2d00,,
OCS,330145_2x4.5g___,5TAEFK81,,Candy,Wana - Quick Strawberry Lime Soft Chews - 2 x 5:5,Active,WQSL043,,8,0,Single Unit,19-05-2022 20:45:33,,495 Welland Ave,Front Room,228806,3972,5fefc171-2332-4068-90ef-5ee6f67a76a3,,
OCS,330073_2x4.5g___,XAFTA114,,Candy,Wana - Strawberry Lemonade Sour Soft Chews - 2 x 5:5,Active,WSL014,,2,0,Single Unit,16-03-2022 14:15:30,,495 Welland Ave,Front Room,228806,3972,6d0faec6-c803-4b59-837a-591904b1112a,,
OCS,330073_2x4.5g___,XAFTA114,,Candy,Wana - Strawberry Lemonade Sour Soft Chews - 2 x 5:5,Active,WSL019,,24,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,6d0faec6-c803-4b59-837a-591904b1112a,,
OCS,330077_2x4.5g___,W372MP5G,,Candy,Wana - Strawberry Sour Soft Chews - 2 x 1:10,Active,WS020,,24,0,Single Unit,07-07-2022 20:34:30,,495 Welland Ave,Front Room,228806,3972,0b030811-8a1f-4704-8e2e-15babd4dc53d,,
OCS,330072_2x4.5g___,CJBQCWH3,,Candy,Wana - Watermelon Sour Soft Chews - 2 x 5:0,Active,WW016,,6,0,Single Unit,06-04-2022 17:54:10,,495 Welland Ave,Front Room,228806,3972,118fdc67-2c00-409d-a9a0-cec5e9f8bf4e,,
WCG,BSX750,PQHPZF1M,,Bong Parts,WCG - Brass 5Pc Screens - Mesh,Active,,,82,0,Single Unit,12-01-2022 13:18:15,,495 Welland Ave,Front Room,228806,3972,aae143b0-b30a-4388-af28-05f389ec1342,,
OCS,330253_4 Pack___,XXAE0RK6,,Candy,White Rabbit OG - Strawberry Fig Balsamic Soft Chews - 4 x 1:10,Active,00000580,,5,0,Single Unit,26-01-2022 15:35:56,,495 Welland Ave,Front Room,228806,3972,e3d4c063-46b8-499c-9bc9-1ffdcd9292da,,
OCS,340047_40g___,2G8LPD0A,,Topicals,WholeHemp - CBD Cream - 40g x 20:200,Active,D2822LTC05,,10,0,Single Unit,28-05-2022 17:51:17,,495 Welland Ave,Front Room,228806,3972,042f222d-3ada-41a8-86ff-e21ffdbcaa0b,,
OCS,102433_3.5g___,4ZHCN82K,,Flower Indica,Wink - Craft Granola Funk - 3.5g,Active,BF2109001,,1,0,Single Unit,27-10-2021 16:55:35,,495 Welland Ave,Front Room,228806,3972,8cc9c8c5-fe77-4b66-ab5a-b3612fcae0fe,,
